,�..O1,A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
401,5/25/2020 7:07,British,EU,Female,Undergraduate school,None,29,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,3,4,1,5,1,5,3,4,3,4,3,4,3,3,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Catching bugs,Cute,4,4,2,2,2,4,4,3,5,4,1,4,1,3,2,3,3,3,3,2,3,2,3,1,3,4,1,3,4,3,3,4,5,5,2,3,2,3,3,4,4,4,3,3,5,4,5,5,5,3,4,2,5,3,3,5,3,3,5,2
463,5/25/2020 11:35,American,US/Canada,Female,Undergraduate school,A pet,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,5,3,5,4,5,5,2,4,4,4,4,3,4,More than 3 years,"RPG, Simulation, Strategy",Almost everyday,20+,1. Everyday,Finishing my 'to do list' and going to the next day,"Natural, with some straightening ",3,4,3,2,3,5,5,5,4,4,1,4,2,3,2,3,3,4,4,2,4,3,3,4,3,3,2,4,5,5,5,5,5,5,2,2,1,5,2,5,3,4,5,2,5,4,4,5,5,2,3,2,5,3,5,4,2,4,4,1
468,5/25/2020 13:02,Canadian,US/Canada,Male,Undergraduate school,A pet,29,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,3,5,4,4,5,5,5,4,5,4,3,4,4,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Terraforming,Different sectors for the island,4,4,3,4,2,5,5,5,5,4,2,4,1,1,3,3,2,2,3,3,4,2,1,1,2,4,1,2,3,3,2,3,3,3,1,2,1,3,1,3,1,3,3,1,2,3,3,3,2,1,1,1,2,2,2,3,1,3,1,1
471,5/25/2020 13:20,Myanmar,Asia,Male,Graduate school and higher,None,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,4,2,4,1,4,4,4,2,4,4,3,3,4,More than 3 years,MOBA,Every week,3-4 hours,1. Everyday,"trading, collection","open concept, I follow what comes into my mind",2,4,3,3,2,3,3,3,3,4,3,4,1,2,2,3,4,3,2,3,3,3,2,2,2,3,1,2,4,3,3,5,4,4,4,3,2,4,2,4,2,4,4,2,3,5,3,4,4,2,2,2,4,4,4,3,2,3,2,2
494,5/25/2020 16:24,American (USA),US/Canada,Female,Graduate school and higher,None,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,2,5,2,4,3,5,4,5,5,3,4,4,3,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,2-3 hours,1. Everyday,Decorating my island,Paths,3,3,4,3,4,4,4,4,4,4,1,4,1,2,2,3,3,2,3,4,4,4,1,2,3,4,2,1,5,4,5,5,5,5,2,4,2,4,2,5,2,4,4,2,4,5,5,5,4,2,2,2,4,4,5,4,2,4,2,1
500,5/25/2020 17:22,Singapore,Asia,Male,Undergraduate school,A pet,29,Asian,"Single, never married",A student,Yes,More than a month,A little,5,4,5,3,5,2,5,4,5,5,5,5,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,3-4 hours,1. Everyday,Befriending villagers,"Asian, temple",4,4,3,3,2,4,4,2,3,4,2,4,1,1,4,4,4,3,2,4,4,2,3,2,4,3,1,2,5,5,5,5,4,4,1,4,4,5,1,4,4,5,5,2,3,4,4,4,3,1,1,1,5,4,4,4,1,5,4,4
523,5/25/2020 20:45,Filipino,Asia,Male,Undergraduate school,A garden,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,2,3,3,4,1,3,3,5,3,4,3,3,3,3,More than 3 years,"Adventure, RPG, Strategy",Everyday,3-4 hours,1. Everyday,Catching bugs,Waterscpaping,4,4,4,2,4,5,5,5,5,4,1,4,1,2,4,4,3,2,2,4,2,2,1,2,4,4,2,4,3,3,3,4,5,4,2,1,1,4,2,3,3,3,3,1,4,4,4,4,3,1,3,1,4,4,4,5,2,4,2,4
531,5/25/2020 22:01,US,US/Canada,Female,Undergraduate school,A pet,29,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,1,4,2,4,2,5,5,4,2,2,4,5,3,5,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Mixture of island and forest,3,3,2,3,2,5,5,3,4,4,4,4,2,2,1,4,4,1,2,3,3,2,3,1,4,3,2,3,4,4,4,5,5,5,2,4,3,4,4,5,4,4,3,3,4,5,5,5,4,3,4,3,5,5,4,3,3,5,5,5
533,5/25/2020 22:32,United States,US/Canada,Female,Undergraduate school,A pet,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,2,5,1,4,1,5,2,5,3,3,4,4,3,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2-3 hours,1. Everyday,Catching bugs,"Not sure exactly whats being asked, but i like making waterfalls",4,3,4,2,2,5,5,5,5,4,4,4,1,2,2,3,3,4,4,4,4,2,1,2,4,3,2,2,5,3,2,5,5,5,1,2,1,5,1,5,5,5,4,1,5,5,5,5,5,1,1,1,5,4,4,5,1,5,5,1
559,5/26/2020 11:10,Filipino,Asia,Female,Undergraduate school,None,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,2,4,1,4,1,5,4,4,5,5,4,4,5,5,More than 3 years,"Adventure, RPG",Every week,5 hours or more,1. Everyday,Terraforming,Suburban ,2,2,3,4,2,3,3,3,3,4,1,4,1,1,2,3,3,2,3,4,4,3,2,2,2,4,1,1,5,4,4,5,5,5,1,1,1,4,1,5,4,4,2,2,4,4,5,5,4,1,4,1,5,5,5,5,1,5,3,1
566,5/26/2020 15:24,Filipino,Asia,Male,Graduate school and higher,Both,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,4,3,4,2,4,3,4,4,4,3,4,2,4,More than 3 years,"Adventure, RPG",Almost everyday,2-3 hours,2. Almost everyday,Planting trees/flowers,Original island,3,3,4,1,2,4,4,5,4,4,1,4,1,2,3,3,4,1,2,4,4,1,1,2,3,2,1,2,5,4,3,5,5,5,1,3,3,2,2,4,3,4,4,3,4,3,3,4,3,1,1,1,1,3,4,3,1,4,3,1
574,5/26/2020 22:04,Filipino,Asia,Male,Graduate school and higher,A garden,29,Asian,"Single, never married",Unable to work,Yes,More than a month,Very worried,3,4,5,1,4,1,5,2,5,3,4,4,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Visual Novel",Almost everyday,5 to 6 hours more or less,2. Almost everyday,Terraforming,Fantasy RPG theme,3,2,3,3,3,5,5,5,4,4,2,3,1,2,4,3,2,1,3,4,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,3,3,2,2,2,3,3,3,2,1,2,1,3,2,3,3,2,3,2,2
578,5/27/2020 8:58,Filipino,Asia,Male,Graduate school and higher,None,29,Asian,Married or domestic partnership,Out of work and looking for work,No,No self-isolation/social distancing,Very worried,3,5,4,3,5,1,2,3,5,4,4,3,2,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,10 hours or more,1. Everyday,Terraforming,No theme,2,3,4,3,4,4,4,4,4,3,2,4,1,4,2,4,3,2,2,3,4,4,2,3,4,3,1,4,3,3,1,4,4,4,1,1,2,2,1,5,3,3,3,3,3,3,4,4,4,1,1,1,4,3,3,3,1,2,2,1
586,5/28/2020 10:47,American,US/Canada,Female,Undergraduate school,Both,29,Other,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,5,4,5,3,5,1,4,5,4,3,5,4,4,4,4,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Cataloging.making designs,I havnt unlocked terraforming. But i did design my own paths to make my town look real,3,3,3,1,2,5,5,5,5,4,2,4,1,2,3,2,2,3,3,3,3,2,2,2,4,3,2,2,5,5,4,5,5,5,1,3,1,5,1,5,1,5,5,1,5,5,5,5,5,1,1,1,2,4,5,4,1,4,1,1
613,6/3/2020 19:47,usa,US/Canada,Male,Graduate school and higher,Both,29,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,4,1,5,2,3,1,4,3,4,2,4,1,3,2,5,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3-4 hours,1. Everyday,Catching bugs,jungle,3,3,4,4,3,5,4,4,4,4,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,4,5,5,4,3,5,5,5,4,3,4,5,4,4,3,4,5,5,4,3,4,4,5,4,3,4,4,5,4,4,4
616,6/3/2020 20:00,usa,US/Canada,Male,Graduate school and higher,Both,29,White,Married or domestic partnership,Employed for wages,Yes,More than a week,Worried,4,3,4,1,5,1,4,2,4,2,5,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,jungle,3,4,4,3,4,4,4,4,5,4,3,3,3,4,4,4,3,2,3,4,4,4,3,3,3,3,3,4,5,4,3,4,4,4,5,4,4,3,4,4,4,4,5,3,4,4,5,4,4,4,3,3,5,5,5,5,4,4,5,5
632,6/6/2020 9:09,usa,US/Canada,Male,Undergraduate school,Both,29,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Worried,5,1,3,2,4,1,4,1,4,3,4,2,5,2,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Every week,3-4 hours,3. Every week,Catching bugs,Gobi desert,3,3,4,2,3,4,4,5,5,3,3,3,4,3,4,3,3,3,4,3,4,4,4,3,4,3,3,4,4,3,4,4,5,4,4,5,4,4,3,5,4,5,4,4,3,4,4,4,4,5,5,3,3,4,4,4,5,5,4,5
38,5/16/2020 16:24,Vietnamese,Asia,Female,Graduate school and higher,A pet,30,Asian,"Single, never married",A student,Yes,More than 3 weeks,Worried,4,3,4,3,4,1,4,4,4,4,4,4,5,2,5,More than 3 years,"Action, RPG, Simulation",Almost everyday,More than 5,1. Everyday,Collecting DIYs and stuff,Natural,3,3,4,2,2,5,5,5,5,4,1,3,1,3,3,2,2,2,4,3,4,2,3,1,3,4,2,2,5,5,4,4,5,5,2,4,3,4,1,5,4,5,5,1,4,4,5,5,5,2,2,1,5,3,5,4,2,5,5,2
64,5/20/2020 23:37,UK,EU,Male,Graduate school and higher,Both,30,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Very worried,4,1,4,1,4,2,5,3,4,1,4,3,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Catching bugs,mountainous region,3,3,3,4,3,4,4,4,5,3,3,3,4,3,4,4,3,2,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,5,4,3,2,3,4,5,4,3,4,4,5,5,4,4,3,4,3,4,4,4,4,5,4,4
73,5/20/2020 23:52,usa,US/Canada,Male,Undergraduate school,Both,30,Black or African American,Married or domestic partnership,Employed for wages,Yes,7 days,Worried,4,2,5,3,4,2,5,2,3,2,4,2,5,3,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Terraforming,none,3,3,3,3,4,4,4,3,3,4,3,3,3,4,4,3,2,3,3,4,4,3,2,3,3,4,4,3,4,4,4,4,5,4,3,3,3,2,3,3,3,4,4,3,4,4,5,5,4,3,3,5,4,4,4,3,3,4,5,4
97,5/21/2020 1:38,USA,US/Canada,Male,High school,A garden,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Not at all,2,4,4,3,4,2,2,2,4,1,2,1,2,4,2,More than 3 years,"Adventure, RPG",Almost everyday,2-3 hours,1. Everyday,Have no specific favorite ,Nature wildlife,2,3,2,4,4,5,5,5,5,4,2,3,1,2,3,3,3,1,3,3,4,1,1,1,2,4,1,1,4,5,3,4,4,4,2,3,4,5,2,4,3,4,5,2,2,3,2,4,4,2,4,3,2,2,4,2,2,3,1,2
102,5/21/2020 1:58, United States,US/Canada,Male,Undergraduate school,A pet,30,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,2,5,1,5,2,4,1,4,5,5,1,5,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Every week,2-3 hours,2. Almost everyday,Catching bugs,Park,4,3,2,3,3,4,3,5,5,2,4,4,4,2,4,4,4,4,4,3,2,3,4,4,4,3,4,4,4,3,4,4,5,5,1,4,1,4,2,4,5,5,5,1,5,5,5,4,4,2,2,5,4,3,4,4,4,5,5,5
104,5/21/2020 2:44,American,US/Canada,Female,Undergraduate school,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,3,4,5,5,4,5,5,5,5,4,4,3,5,5,More than 3 years,"Adventure, Puzzle",Everyday,2-3 hours,1. Everyday,Fishing,I’m not sure what this is asking.,4,4,2,3,3,5,5,5,1,2,1,4,1,2,2,1,3,3,3,2,1,1,3,3,4,3,1,2,5,3,4,5,5,5,1,2,1,3,1,5,3,5,3,1,3,4,5,5,4,2,2,2,4,3,5,4,1,4,4,1
106,5/21/2020 3:24,USA,US/Canada,Male,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,1,4,3,4,1,4,3,5,2,5,2,5,1,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Fishing,na,3,4,4,3,3,4,5,4,3,3,4,3,4,4,3,4,4,3,4,3,3,4,3,4,3,4,4,3,5,5,3,4,3,4,5,3,5,5,3,3,4,5,4,4,4,3,5,3,3,3,5,4,3,4,5,4,3,4,3,5
109,5/21/2020 3:30,us,US/Canada,Male,Undergraduate school,A garden,30,White,Married or domestic partnership,Employed for wages,Yes,No self-isolation/social distancing,Not at all,3,4,3,3,4,3,4,3,2,3,2,3,3,4,3,1-2 years,"RPG, Strategy, Sports",Almost everyday,1-2 hours,3. Every week,Planting trees/flowers,1,2,2,3,2,4,2,2,3,3,4,3,2,3,3,2,3,3,3,2,3,3,2,3,4,1,1,2,2,1,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
111,5/21/2020 3:47,Vietnam,Asia,Male,Undergraduate school,A pet,30,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,2,5,2,5,2,5,1,4,2,5,2,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Every week,2-3 hours,5. Every month,Fishing,landscape,3,3,4,3,2,4,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,5,5,4,4,4,5,4,4,5,4,4,5,4,5
120,5/21/2020 4:18,America,US/Canada,Male,Undergraduate school,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a week,Worried,3,2,3,1,4,3,3,2,2,4,4,3,4,1,3,2-3 years,"Action, RPG, Simulation",Almost every week,3-4 hours,4. Almost every week,Terraforming,Terraforming,3,2,3,4,2,3,4,2,2,2,3,1,2,3,3,2,3,4,4,3,2,3,2,4,3,2,2,4,4,3,5,5,4,3,4,3,3,4,5,4,2,4,4,4,5,4,4,3,4,2,1,1,2,4,5,4,3,4,3,4
144,5/21/2020 5:02,USA,US/Canada,Male,High school,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a week,Worried,4,2,3,1,4,4,5,1,4,3,5,2,2,1,4,More than 3 years,"Adventure, Simulation, Strategy",Everyday,1-2 hours,1. Everyday,Planting trees/flowers,Planting,3,2,4,3,3,3,4,5,5,2,3,2,3,2,3,2,2,3,3,4,4,2,3,3,3,2,2,3,4,3,5,4,2,5,4,4,1,4,2,3,4,3,5,4,3,4,4,4,5,2,1,2,3,2,4,2,4,4,3,2
171,5/21/2020 11:12,US,US/Canada,Male,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Very worried,4,3,4,3,4,3,4,1,4,4,4,3,5,4,4,More than 3 years,"Adventure, RPG, Simulation, Sports",Almost everyday,3-4 hours,3. Every week,Planting trees/flowers,The stars theme,2,2,4,3,3,3,4,5,5,2,3,1,3,4,4,3,2,3,2,4,4,3,3,2,3,2,4,3,5,4,4,5,4,5,2,1,1,3,3,4,2,4,5,1,2,4,5,4,3,1,1,2,3,4,5,4,2,3,2,1
173,5/21/2020 11:27,the United States,US/Canada,Male,Graduate school and higher,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,2,3,2,5,3,4,2,5,4,1,3,4,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Sports",Everyday,1-2 hours,4. Almost every week,Fishing,underwater world,2,4,3,2,2,4,2,3,3,4,2,1,3,4,3,4,2,1,2,3,2,1,2,1,2,1,3,2,4,3,4,5,4,3,4,5,2,1,3,3,4,2,3,4,2,4,5,4,3,1,2,1,3,4,4,5,2,3,2,1
180,5/21/2020 13:17,USA,US/Canada,Female,Undergraduate school,A garden,30,White,Married or domestic partnership,Employed for wages,No,7 days,A little,2,1,4,4,3,5,2,1,4,4,3,1,4,4,3,1-2 years,Adventure,Almost everyday,2-3 hours,4. Almost every week,Planting trees/flowers,None,2,4,3,2,3,2,5,4,4,2,4,3,3,4,3,1,2,3,2,2,4,3,3,4,3,1,2,2,2,5,4,4,2,3,4,2,1,2,4,2,3,4,2,1,2,4,3,1,2,5,4,2,3,2,3,1,2,5,4,2
187,5/21/2020 17:13,US,US/Canada,Male,Undergraduate school,Both,30,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,4,4,4,4,4,2,5,4,5,4,4,4,4,4,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,2. Almost everyday,Fishing,free,3,4,2,2,4,5,4,3,3,1,3,4,4,1,3,3,3,4,3,3,2,3,4,4,3,3,4,4,3,3,4,4,3,5,3,3,2,3,1,4,4,4,3,1,3,5,4,4,2,2,1,1,3,2,2,3,4,4,2,2
191,5/21/2020 17:27,usa,US/Canada,Male,High school,Both,30,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,5,2,3,2,5,2,3,2,4,1,4,3,4,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Planting trees/flowers,mountain ridge,3,3,3,4,4,5,5,5,4,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,4,4,4,3,3,4,4,5,5,4,3,4,4,4,5,5,4,3,4,4,5,5,4,4,3,4,4,3,4,4,5,4
201,5/21/2020 20:24,Korean/ American,US/Canada,Male,High school,Both,30,Pacific Islander,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Worried,4,2,4,1,5,2,5,5,5,5,4,1,2,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,6 to 7 hours,1. Everyday,Decorating and nature landscaping,"Natural, minimal terraforming.",2,3,2,2,4,4,3,4,3,4,2,4,1,1,2,3,3,1,3,3,2,1,1,1,3,4,2,2,4,4,4,3,5,3,2,4,4,4,1,5,5,4,4,3,4,5,4,4,5,4,3,2,5,2,5,3,2,5,5,4
203,5/21/2020 23:37,US,US/Canada,Female,Undergraduate school,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,2,5,4,3,2,2,3,3,4,4,1,2,3,4,More than 3 years,"Action, Adventure, RPG, Simulation",Every week,2-3 hours,3. Every week,Catching bugs,All like,4,3,3,4,4,3,4,4,5,2,3,2,4,4,2,3,4,4,3,2,3,3,4,4,2,2,3,4,3,4,5,4,3,5,5,4,2,3,4,5,4,4,3,5,5,2,3,4,5,3,2,3,5,3,2,4,4,3,2,3
204,5/22/2020 0:16,US,US/Canada,Male,Undergraduate school,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,3,2,3,2,2,3,3,2,2,3,3,2,3,3,4,More than 3 years,"Action, RPG, Simulation, Strategy",Every week,1-2 hours,3. Every week,Catching bugs,NA,4,3,3,2,2,4,3,3,4,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,4,3,2,3,4,2,3,4,2,3,3,2,4,3,3,4,2,3,3,4,3,3,4,3,3,4,3,3,4,2,3,3,2,3,4
208,5/22/2020 1:29,US,US/Canada,Male,Graduate school and higher,A pet,30,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,4,1,3,2,3,4,3,3,2,3,4,4,3,3,2-3 years,Adventure,Every week,1-2 hours,6. Less than every month,Terraforming,no,2,3,2,4,2,3,2,3,4,3,2,1,3,4,2,2,1,2,1,3,2,2,3,1,3,2,4,3,4,3,2,3,2,4,3,4,2,3,2,3,2,4,3,2,4,4,3,3,4,2,2,1,2,3,2,3,2,3,1,3
241,5/23/2020 12:32,Argentina,Other,Male,Graduate school and higher,Both,30,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,4,3,5,1,5,3,4,5,3,4,4,3,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Forest,4,4,4,4,3,5,5,5,3,4,2,4,1,2,4,4,2,3,2,4,4,3,1,1,4,4,3,4,4,3,5,4,5,4,1,4,2,4,1,5,3,4,4,2,4,4,4,4,4,1,2,1,4,3,4,4,1,4,5,3
251,5/24/2020 10:44,Candadian,US/Canada,Male,High school,None,30,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,A little,4,3,4,3,5,1,5,4,4,5,4,5,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,1. Everyday,Fishing,Both Water & Cliffs,3,4,2,3,4,5,5,5,5,4,2,4,1,2,2,4,4,2,2,3,2,2,2,3,4,2,3,4,5,4,3,5,5,5,1,2,1,3,1,5,3,5,4,1,4,5,5,5,4,1,1,1,5,4,4,5,1,5,3,2
293,5/25/2020 0:27,Filipino American,US/Canada,Female,Graduate school and higher,None,30,Pacific Islander,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,3,4,4,2,5,1,5,1,5,5,5,4,5,1,5,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2-3 hours,2. Almost everyday,Terraforming,Japanese,4,4,2,3,3,5,5,3,3,4,2,4,2,1,3,2,2,4,1,4,2,2,2,4,4,4,2,3,4,3,5,4,4,4,1,3,3,3,4,3,2,4,3,3,3,3,4,4,4,3,1,1,3,4,3,4,3,3,1,1
360,5/25/2020 5:48,Caucasian ,EU,Female,Undergraduate school,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,2,4,4,3,4,2,5,4,5,5,3,4,4,3,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,1-2 hours,1. Everyday,Terraforming,Cutesy style with a lot of colours ,4,4,4,4,4,5,5,5,5,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,1,1,1,5,3,5,4,5,5,1,5,5,5,5,4,1,1,1,5,4,5,5,1,4,5,4
407,5/25/2020 7:18,American ,US/Canada,Female,Graduate school and higher,Both,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,3,5,4,5,3,5,5,5,5,4,5,4,5,5,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,2-3 hours,1. Everyday,Designing my island with furniture ,Different themed areas of the island but not completely urban ,3,4,3,3,2,5,5,5,5,4,2,4,1,3,2,3,3,1,3,2,4,1,1,3,4,3,2,3,5,5,4,5,4,5,1,3,1,5,2,5,3,5,5,3,5,4,4,5,4,2,4,1,3,2,3,3,1,4,4,2
413,5/25/2020 7:27,American (USA),US/Canada,Female,Graduate school and higher,A pet,30,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,3,4,2,4,2,5,3,5,5,3,5,4,4,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,About 6 hours,1. Everyday,Planting trees/flowers,Woodsy/Nature,3,2,3,2,2,5,5,5,5,3,1,4,1,2,1,3,2,1,2,3,4,2,1,2,4,2,3,2,5,5,5,5,5,5,1,2,1,5,1,5,4,5,5,2,5,5,5,5,5,3,2,1,4,3,4,4,1,4,2,1
449,5/25/2020 9:47,American,US/Canada,Female,Undergraduate school,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,3,4,4,2,5,1,5,3,5,5,4,4,5,3,5,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,20,1. Everyday,Planting trees/flowers,I make parks and enough room to breed flowers and to hold my bugs and fish for Flick and CJ,4,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,3,4,4,5,5,5,5,5,5,1,1,1,5,3,5,5,5,5,1,5,5,5,5,5,2,1,1,5,5,5,5,1,4,1,1
450,5/25/2020 9:56,American,US/Canada,Male,Graduate school and higher,A pet,30,White,"Single, never married",Self-employed,No,No self-isolation/social distancing,Not at all,3,4,4,4,4,1,4,3,5,2,4,1,5,1,3,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sex Dungeon Design",Almost everyday,Too many,More often than I exist in reality,Exploiting natural resources and frivolously spending taxpayer money,"When I will be able to, I'll make epic dicks out of ponds and stones.",3,4,3,1,2,5,5,5,2,4,4,4,2,1,4,4,1,4,2,2,1,1,1,1,4,4,4,3,4,5,2,4,5,4,2,3,4,5,1,5,5,4,5,2,4,5,5,4,1,4,4,4,5,2,5,5,4,5,5,4
477,5/25/2020 14:11,United States of America,US/Canada,Male,Graduate school and higher,None,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,4,2,5,5,5,4,4,5,4,4,5,2,5,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2-3 hours,1. Everyday,Fishing,Whatever comes to mind,4,4,2,3,4,5,5,5,5,4,2,4,1,3,3,3,3,3,4,4,4,1,1,1,3,4,2,3,5,3,1,5,5,5,2,3,1,4,1,5,4,5,3,2,2,3,4,5,4,3,1,3,5,2,3,4,3,5,2,1
484,5/25/2020 15:12,Filipino,Asia,Female,Graduate school and higher,A pet,30,Asian,Married or domestic partnership,A student,Yes,More than a month,Worried,4,4,4,3,4,2,4,3,4,4,4,4,4,3,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,10-12 hours,1. Everyday,Looking for villagers,City style,3,3,3,4,4,5,5,4,4,4,2,3,3,4,3,4,2,1,2,4,4,3,3,1,4,4,2,3,5,4,5,5,5,5,1,3,1,4,1,5,3,5,4,2,4,4,5,5,4,1,1,1,3,4,5,4,2,5,2,1
509,5/25/2020 19:39,Filipino,Asia,Male,Undergraduate school,A pet,30,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,5,2,5,1,5,1,5,1,5,2,5,1,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Terraforming,Tropical nature theme,3,2,3,3,3,5,5,5,5,4,1,4,1,2,3,4,3,1,3,3,4,3,2,1,3,4,3,3,5,3,4,4,4,5,1,1,4,4,4,5,5,4,5,3,4,5,5,5,5,1,1,1,4,5,4,5,2,5,5,4
