,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
463,464,5/25/2020 11:47,Cornish,British,EU,Male,Undergraduate school,A pet,21,White,"Single, never married",Employed for wages,Yes,More than a month,Not at all,4,4,1,4,5,0,4,2,3,4,2,3,4,5,0,2,5,0,4,4,1,4,2.533333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Every week,2.5,3. Every week,Turnips,Natural,3,3,3,3,1,5,5,5,5,4,3,3,2,2,4,4,2,4,2,4,4,4,3,4,3,3,3,2,2,3,3,3,2,2,1,3,3,3,1,4,1,4,4,2,3,2,2,3,2,2,2,2,3,2,3,2,2,3,2,3,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
464,465,5/25/2020 12:04,U.S.,American,US/Canada,Female,High school,A pet,21,Hispanic or Latino,Married or domestic partnership,A student,Yes,More than a month,Worried,3,2,3,3,2,3,5,2,3,5,3,2,5,5,0,2,5,0,5,4,1,5,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Less than every month,3.5,4. Almost every week,Catching bugs,Woodland,4,3,4,4,2,5,5,3,3,4,3,4,1,2,3,2,2,2,4,2,3,1,1,1,3,3,3,3,4,4,5,5,5,4,1,2,2,3,1,5,4,4,4,2,4,4,3,5,4,1,1,1,4,3,4,4,1,4,3,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
465,466,5/25/2020 12:15,American,American,US/Canada,Female,Graduate school and higher,None,26,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,3,4,1,4,2,3,4,1,4,4,4,1,5,4,1,3,4,1,5,1,4,5,3.2,Good,0-1 years,"Simulation, Strategy",Every week,6,1. Everyday,Playing with friends ,Water building ,4,4,3,4,4,5,3,4,5,4,2,4,1,1,2,3,3,3,1,3,4,1,1,3,3,4,2,2,5,5,4,5,4,5,1,3,3,4,2,4,5,5,5,2,5,5,5,5,5,2,1,1,5,5,4,5,3,5,3,2,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
466,467,5/25/2020 12:32,American,American,US/Canada,Female,Undergraduate school,None,22,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,2,5,5,0,5,3,2,5,1,4,5,5,0,5,5,0,5,5,0,5,3.2,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Every month,9,1. Everyday,Decorating,Hippie,3,2,4,4,4,4,3,2,2,4,3,4,3,3,4,3,4,3,4,3,3,2,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
467,468,5/25/2020 13:02,Canadian,Canadian,US/Canada,Male,Undergraduate school,A pet,29,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,3,2,5,4,1,4,5,0,5,5,0,4,5,0,4,3,2,4,4,1,5,2.8,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Terraforming,Different sectors for the island,4,4,3,4,2,5,5,5,5,4,2,4,1,1,3,3,2,2,3,3,4,2,1,1,2,4,1,2,3,3,2,3,3,3,1,2,1,3,1,3,1,3,3,1,2,3,3,3,2,1,1,1,2,2,2,3,1,3,1,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
468,469,5/25/2020 13:03,American ,American,US/Canada,Female,Undergraduate school,A garden,24,White,"Single, never married",A student,Yes,More than a month,Very worried,5,3,2,4,4,1,5,1,4,2,5,0,5,5,0,5,3,2,2,3,2,5,2.933333333,Bad,1-2 years,"Adventure, Simulation",Almost every week,3.5,3. Every week,Planting trees/flowers,I have not unlocked terraforming yet ,4,4,3,1,2,5,5,1,1,4,1,4,2,3,1,3,3,1,3,3,3,4,1,2,4,3,2,3,5,3,3,5,5,5,1,2,2,4,1,5,3,4,3,1,2,5,5,5,2,1,1,1,4,4,1,5,1,1,2,1,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
469,470,5/25/2020 13:08,Myanmar,Burmese,Asia,Male,Graduate school and higher,A garden,28,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,1,3,2,1,3,2,1,5,0,1,3,2,1,5,0,1,4,1,3,5,0,1,1.133333333,Bad,More than 3 years,"Action, Adventure, MOBA",Everyday,1.5,1. Everyday,Terraforming,Rural life,2,2,2,3,3,2,2,3,3,3,2,3,2,2,2,2,3,1,3,2,3,2,2,2,3,4,3,2,4,4,1,5,4,5,1,4,2,3,2,4,3,5,4,1,3,5,4,5,3,1,1,1,3,2,4,3,3,2,3,3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
470,471,5/25/2020 13:20,Myanmar,Burmese,Asia,Male,Graduate school and higher,None,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,1,4,2,3,4,1,4,4,4,1,4,2,3,4,4,1,3,3,2,4,3.066666667,Bad,More than 3 years,MOBA,Every week,3.5,1. Everyday,"trading, collection","open concept, I follow what comes into my mind",2,4,3,3,2,3,3,3,3,4,3,4,1,2,2,3,4,3,2,3,3,3,2,2,2,3,1,2,4,3,3,5,4,4,4,3,2,4,2,4,2,4,4,2,3,5,3,4,4,2,2,2,4,4,4,3,2,3,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No
471,472,5/25/2020 13:23,North American,American,US/Canada,Female,Undergraduate school,A pet,28,White,"Single, never married",Unable to work,Yes,More than a month,Worried,3,3,2,4,2,3,5,4,1,5,4,1,4,5,0,2,3,2,3,2,3,5,2.866666667,Bad,More than 3 years,"RPG, Simulation",Everyday,7,1. Everyday,"Interacting with Villagers, Dressing Up","Fandom, Cute",3,2,4,2,2,3,5,5,4,4,2,4,1,2,2,3,2,3,4,3,3,2,2,3,3,3,4,4,4,5,5,5,4,5,2,3,1,5,3,5,3,5,5,2,5,5,5,5,3,2,3,2,5,4,4,3,1,4,2,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
472,473,5/25/2020 13:29,"British / Filipino, I am a dual citizen ",British,EU,Female,Undergraduate school,None,20,Other,"Single, never married",A student,Yes,More than a month,Not at all,4,2,3,4,1,4,4,4,1,4,4,1,5,3,2,3,2,3,5,4,1,4,3.2,Good,More than 3 years,"Action, Adventure, RPG, FPS, TPS",Almost everyday,3.5,2. Almost everyday,Terraforming,"A more natural nature approach, but still built up. I don’t want my island to look like a full blown city, but a small nature town is what I am going for.",3,3,4,4,2,4,4,5,3,4,2,4,1,4,3,4,3,1,1,4,2,1,1,2,3,4,1,4,5,5,5,5,4,5,1,1,1,5,2,5,5,5,5,2,5,5,5,5,5,1,5,1,3,5,5,3,1,4,5,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
473,474,5/25/2020 13:35,American,American,US/Canada,Female,High school,None,26,White,"Single, never married",Employed for wages,No,More than a month,Worried,5,3,2,5,2,3,5,3,2,5,2,3,5,4,1,1,5,0,4,1,4,5,3.333333333,Good,More than 3 years,Simulation,Every week,3.5,2. Almost everyday,Fishing,River terraforming,4,4,3,3,3,5,5,5,5,4,2,4,2,2,3,3,2,2,4,3,1,3,3,3,4,2,2,3,5,5,4,5,5,5,1,3,2,5,1,5,5,5,5,1,5,5,1,5,4,1,1,1,5,5,5,5,1,5,5,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
474,475,5/25/2020 13:36,Hispanic ,Other,EU,Female,Undergraduate school,Both,21,Hispanic or Latino,"Single, never married",Out of work but not currently looking for work,Yes,More than a month,Very worried,5,3,2,4,5,0,5,4,1,3,5,0,4,5,0,5,3,2,5,4,1,5,2.8,Bad,More than 3 years,Strategy,Less than every month,7,1. Everyday,Terraforming,Variety ,3,3,3,3,2,5,5,5,5,4,1,4,1,1,1,3,2,1,2,3,4,1,2,3,4,4,4,4,3,4,5,5,5,5,2,2,2,3,3,4,4,4,4,1,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No
475,476,5/25/2020 13:41,Filipino,Filipino,Asia,Male,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,3,3,2,4,2,3,4,2,3,4,3,2,4,4,1,4,4,1,4,3,Bad,More than 3 years,Adventure,Everyday,6,2. Almost everyday,Planting trees/flowers,Simple,3,3,2,3,1,4,4,4,3,4,2,4,1,1,3,2,2,4,3,4,4,1,1,4,4,4,2,4,3,2,3,4,4,3,1,2,3,2,1,3,4,4,2,1,3,2,3,4,4,1,3,1,4,1,3,4,2,3,3,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No
476,477,5/25/2020 14:11,United States of America,American,US/Canada,Male,Graduate school and higher,None,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,3,2,4,2,3,5,5,0,5,4,1,4,5,0,4,4,1,5,2,3,5,3.066666667,Bad,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2.5,1. Everyday,Fishing,Whatever comes to mind,4,4,2,3,4,5,5,5,5,4,2,4,1,3,3,3,3,3,4,4,4,1,1,1,3,4,2,3,5,3,1,5,5,5,2,3,1,4,1,5,4,5,3,2,2,3,4,5,4,3,1,3,5,2,3,4,3,5,2,1,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
477,478,5/25/2020 14:54,American,American,US/Canada,Female,Undergraduate school,A pet,23,Hispanic or Latino,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,4,2,3,4,4,1,5,2,3,5,4,1,5,4,1,3,3,2,5,2,3,5,3.333333333,Good,More than 3 years,"Adventure, RPG",Everyday,2.5,1. Everyday,Terraforming,Natural,2,2,3,3,1,5,5,5,5,4,2,4,1,2,4,4,2,1,2,4,3,4,1,2,4,3,2,3,5,5,5,5,5,5,2,4,3,4,1,5,4,4,4,2,4,4,3,4,5,2,3,2,4,4,4,4,2,4,4,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
478,479,5/25/2020 14:57,Filipino,Filipino,Asia,Female,High school,A pet,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,4,3,2,5,2,3,5,1,4,5,2,3,5,4,1,5,2,3,4,1,4,5,3.866666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,2.5,1. Everyday,Talking to my villagers and checking what they are doing. ,Rustic style,4,4,3,2,3,5,5,5,5,4,3,3,3,2,3,4,2,2,3,3,3,2,3,1,4,3,3,4,5,4,4,5,5,5,1,1,1,4,1,5,4,5,4,2,5,5,5,5,2,1,1,1,3,5,5,5,1,5,4,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
479,480,5/25/2020 15:00,Filipino,Filipino,Asia,Male,Undergraduate school,None,22,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,5,3,2,5,3,2,5,1,4,5,4,1,5,2,3,4,2,3,5,2,3,5,3.8,Good,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2.5,2. Almost everyday,Terraforming,Nature themed,3,3,2,2,2,5,5,5,5,2,2,4,2,2,2,3,2,4,2,2,3,2,2,4,2,4,3,4,5,4,4,5,4,5,1,2,2,3,3,4,2,4,4,3,4,4,4,5,3,2,2,2,4,4,4,4,3,4,3,2,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
480,481,5/25/2020 15:00,Filipino,Filipino,Asia,Female,Graduate school and higher,A pet,27,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,2,3,5,2,3,5,1,4,5,1,4,5,5,0,5,1,4,5,3,2,5,3.933333333,Good,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3.5,2. Almost everyday,Fishing,Natural,4,4,3,2,2,5,5,5,5,4,1,4,1,3,3,4,3,4,3,4,3,1,2,4,2,4,2,1,5,4,5,5,5,5,1,2,1,5,3,5,2,5,5,1,4,4,5,5,3,2,1,1,4,4,4,5,1,4,4,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
481,482,5/25/2020 15:02,Filipino,Filipino,Asia,Male,Undergraduate school,Both,27,Asian,"Single, never married",Unable to work,Yes,More than a month,Very worried,3,2,3,3,3,2,4,2,3,5,1,4,4,3,2,4,3,2,3,3,2,3,3.133333333,Good,More than 3 years,"Adventure, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Luxury + avatar theme,3,3,3,4,2,4,4,3,4,4,2,4,1,2,3,4,3,2,2,3,4,3,1,1,4,4,1,3,4,4,4,4,4,4,1,4,3,3,3,4,3,4,4,3,4,4,4,5,4,1,1,1,1,5,5,3,3,4,3,3,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
482,483,5/25/2020 15:08,American,American,US/Canada,Female,Undergraduate school,Both,42,White,Divorced,Employed for wages,No,No self-isolation/social distancing,Very worried,5,4,1,5,1,4,5,1,4,5,5,0,4,5,0,3,4,1,2,5,0,5,2.933333333,Bad,More than 3 years,"RPG, Simulation, Strategy",Everyday,1.5,1. Everyday,Catching bugs,Natural,4,4,4,3,2,5,5,5,5,4,1,4,1,2,2,4,2,4,3,4,4,4,3,2,4,4,4,4,5,5,5,5,5,5,1,3,1,4,1,5,3,4,3,1,4,5,5,5,1,1,1,1,4,3,5,2,1,4,2,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
483,484,5/25/2020 15:12,Filipino,Filipino,Asia,Female,Graduate school and higher,A pet,30,Asian,Married or domestic partnership,A student,Yes,More than a month,Worried,4,4,1,4,3,2,4,2,3,4,3,2,4,4,1,4,4,1,4,3,2,4,2.933333333,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,11,1. Everyday,Looking for villagers,City style,3,3,3,4,4,5,5,4,4,4,2,3,3,4,3,4,2,1,2,4,4,3,3,1,4,4,2,3,5,4,5,5,5,5,1,3,1,4,1,5,3,5,4,2,4,4,5,5,4,1,1,1,3,4,5,4,2,5,2,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
484,485,5/25/2020 15:15,Filipino,Filipino,Asia,Female,High school,Both,20,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,4,1,1,3,2,1,5,0,2,3,2,1,4,1,1,4,1,1,3,2,1,1.333333333,Bad,More than 3 years,"Action, RPG, Simulation",Everyday,10,1. Everyday,Fishing,nature,4,4,2,1,3,5,5,5,5,4,2,4,1,3,2,2,1,2,3,3,4,1,1,3,4,4,2,3,5,4,4,5,5,5,2,2,3,3,3,5,5,5,5,1,5,3,5,5,2,1,3,2,5,3,5,5,2,5,5,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
485,486,5/25/2020 15:29,Filipino,Filipino,Asia,Male,Graduate school and higher,A pet,24,Asian,"Single, never married",A student,No,No self-isolation/social distancing,A little,4,3,2,5,2,3,5,2,3,5,3,2,5,3,2,4,2,3,4,3,2,4,3.533333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3.5,1. Everyday,Terraforming,Jungle theme,2,2,3,4,2,5,5,5,5,4,1,3,1,2,3,3,2,2,3,4,4,2,2,2,3,2,2,3,4,3,4,4,5,4,2,4,3,5,2,4,3,4,4,2,3,3,4,5,4,2,2,2,4,5,4,4,1,3,4,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
486,487,5/25/2020 15:36,American ,American,US/Canada,Female,Undergraduate school,Both,34,Native American or American Indian,"Single, never married",Unable to work,Yes,More than a month,A little,5,4,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,2.733333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Mmo",Everyday,2.5,1. Everyday,Decorating areas,I like waterfalls. ,4,4,4,4,3,5,5,5,5,4,3,4,1,1,3,2,2,1,3,4,4,4,2,4,4,3,2,2,5,5,5,5,5,5,1,1,2,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,3,5,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
487,488,5/25/2020 15:41,Filipino,Filipino,Asia,Female,Undergraduate school,A garden,28,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,2,3,4,2,3,4,2,3,4,2,3,4,5,0,3,3,2,4,2,3,3,3.133333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3.5,1. Everyday,Fishing,None yet,3,3,2,2,3,4,4,4,2,4,2,4,1,3,2,4,2,4,2,2,2,2,2,2,4,3,1,2,5,3,2,4,4,4,1,5,3,3,2,5,2,5,4,2,3,3,4,4,4,2,4,1,5,4,4,3,2,4,3,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
488,489,5/25/2020 15:51,Filipino,Filipino,Asia,Female,Graduate school and higher,None,31,Pacific Islander,"Single, never married",Employed for wages,Yes,More than a month,Very worried,2,4,1,4,2,3,4,2,3,4,2,3,4,4,1,3,4,1,4,4,1,4,2.8,Bad,More than 3 years,RPG,Everyday,3.5,1. Everyday,Fishing,Centered around my hobbies,4,4,4,2,4,5,5,5,5,4,2,4,1,2,2,4,3,2,4,4,3,2,2,2,4,2,2,2,5,4,4,5,5,5,1,2,2,3,2,5,4,5,4,3,4,4,4,5,5,2,2,2,4,4,4,4,2,5,3,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No
489,490,5/25/2020 16:01,American,American,US/Canada,Female,Undergraduate school,Both,28,White,"Single, never married",Employed for wages,Yes,More than a month,A little,2,3,2,4,3,2,5,3,2,4,4,1,3,3,2,3,4,1,4,4,1,3,2.6,Bad,More than 3 years,"Adventure, Simulation, Strategy",Almost everyday,2.5,2. Almost everyday,Planting trees/flowers,Unsure,4,4,4,2,3,5,5,3,5,4,1,4,1,1,2,3,2,2,2,4,4,2,1,3,2,2,2,3,5,3,2,3,5,5,1,2,1,5,1,5,3,5,5,2,5,5,4,5,5,2,1,1,4,2,3,3,1,3,3,1,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
490,491,5/25/2020 16:04,Australian,Australian,Other,Female,Undergraduate school,Both,23,White,"Single, never married",Unable to work,No,No self-isolation/social distancing,A little,3,2,3,4,3,2,5,2,3,5,4,1,5,4,1,1,1,4,3,3,2,4,3.066666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,2.5,1. Everyday,Terraforming,"modern, natural, cute",3,2,4,4,3,5,5,5,5,4,1,4,1,3,3,3,2,1,1,4,4,2,1,1,4,4,1,1,5,5,4,5,5,5,2,2,2,3,2,5,4,5,4,2,4,5,5,5,3,2,1,1,5,4,4,4,1,3,3,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
491,492,5/25/2020 16:14,Filipino,Filipino,Asia,Female,Undergraduate school,Both,26,Asian,"Single, never married",Self-employed,Yes,More than a month,A little,5,4,1,4,4,1,5,2,3,5,5,0,5,5,0,4,1,4,2,5,0,5,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,10,1. Everyday,decorating,Multiple themes to make the island look bigger and more diverse,2,2,4,4,2,5,5,5,5,4,1,4,1,1,4,3,2,4,2,4,4,4,1,1,4,4,1,4,5,5,5,5,5,5,1,1,1,5,1,5,3,5,5,1,5,5,5,5,5,1,3,1,5,5,5,5,1,5,3,5,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
492,493,5/25/2020 16:18,American (USA) ,American,US/Canada,Female,Undergraduate school,A pet,27,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,5,4,1,5,2,3,5,3,2,5,5,0,4,5,0,4,3,2,5,3.133333333,Good,More than 3 years,"RPG, Simulation, Strategy, Puzzle",Everyday,2.5,1. Everyday,Design/interacting with villagers,"I don’t have a set style, I just kind of do stuff and see what happens. ",4,4,3,2,4,5,5,3,3,4,1,2,1,3,3,4,2,1,3,3,1,1,1,3,4,4,4,3,5,5,5,5,5,5,1,1,1,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,5,4,5,4,1,5,3,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No
493,494,5/25/2020 16:24,American (USA),American,US/Canada,Female,Graduate school and higher,None,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,2,3,5,2,3,4,3,2,5,4,1,5,5,0,3,4,1,4,3,2,4,3.066666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,2.5,1. Everyday,Decorating my island,Paths,3,3,4,3,4,4,4,4,4,4,1,4,1,2,2,3,3,2,3,4,4,4,1,2,3,4,2,1,5,4,5,5,5,5,2,4,2,4,2,5,2,4,4,2,4,5,5,5,4,2,2,2,4,4,5,4,2,4,2,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
494,495,5/25/2020 16:24,British,British,EU,Female,Undergraduate school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,4,3,2,4,1,4,4,4,1,4,4,1,4,3,2,3,3,2,4,3,Bad,More than 3 years,"Adventure, RPG",Everyday,10,1. Everyday,Planting trees/flowers,Square and Symetrical,4,4,4,3,3,4,4,4,4,3,1,4,1,1,2,4,2,3,1,4,4,4,4,3,2,3,2,2,5,4,4,5,5,5,1,2,1,3,1,5,3,5,4,3,3,4,5,5,3,1,1,1,2,2,5,4,1,1,2,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
495,496,5/25/2020 16:27,American,American,US/Canada,Female,Graduate school and higher,Both,27,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,1,4,4,2,3,4,3,2,5,5,0,5,5,0,5,5,0,4,5,0,3,2.933333333,Bad,More than 3 years,"RPG, Dancing",Almost everyday,3.5,1. Everyday,Stalk market,Pathways,2,2,3,2,2,5,5,5,5,4,4,4,1,2,2,3,2,4,3,2,4,2,2,2,4,3,2,2,5,5,2,5,5,2,5,5,5,5,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No
496,497,5/25/2020 16:37,Welsh,British,EU,Female,Graduate school and higher,Both,25,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,4,1,4,3,2,4,2,3,4,3,2,4,3,2,3,3,2,4,3,2,3,2.933333333,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,Fishing,The brick path,3,3,3,3,2,5,5,5,5,4,3,4,3,2,2,3,3,1,2,3,4,3,2,2,3,2,1,2,5,4,4,5,5,5,1,2,1,4,1,5,3,4,4,1,5,5,4,4,4,3,1,1,4,2,4,3,1,4,4,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
497,498,5/25/2020 16:54,Filipino,Filipino,Asia,Female,High school,A pet,18,Asian,"Single, never married",A student,No,More than a month,Worried,2,2,3,4,2,3,5,2,3,4,4,1,4,5,0,2,2,3,4,4,1,4,2.866666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,11,1. Everyday,Planting trees/flowers,Natural,4,4,4,3,3,5,5,5,5,4,2,4,3,3,3,3,3,2,3,4,4,2,2,3,4,4,2,3,2,4,3,4,5,4,3,3,3,3,1,5,4,4,4,3,4,3,3,4,3,4,4,3,4,2,5,3,1,4,3,4,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
498,499,5/25/2020 16:58,American ,American,US/Canada,Female,High school,Both,19,White,"Single, never married",Self-employed,Yes,More than a month,Very worried,2,4,1,5,5,0,5,1,4,5,5,0,5,5,0,5,4,1,5,4,1,5,2.933333333,Bad,More than 3 years,"RPG, Simulation",Almost every week,1.5,4. Almost every week,Talking to villagers and decorating ,Princess fairytale ,4,4,4,3,4,4,4,5,5,4,4,4,1,2,2,3,4,1,4,4,4,4,1,1,4,4,4,4,5,5,5,5,5,5,1,2,1,5,1,5,5,5,5,2,5,5,5,5,3,2,1,1,5,4,5,5,2,5,2,4,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
499,500,5/25/2020 17:22,Singapore,Singaporean,Asia,Male,Undergraduate school,A pet,29,Asian,"Single, never married",A student,Yes,More than a month,A little,5,4,1,5,3,2,5,2,3,5,4,1,5,5,0,5,5,0,5,3,2,5,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,3.5,1. Everyday,Befriending villagers,"Asian, temple",4,4,3,3,2,4,4,2,3,4,2,4,1,1,4,4,4,3,2,4,4,2,3,2,4,3,1,2,5,5,5,5,4,4,1,4,4,5,1,4,4,5,5,2,3,4,4,4,3,1,1,1,5,4,4,4,1,5,4,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
500,501,5/25/2020 17:24,Filipino,Filipino,Asia,Female,Graduate school and higher,Both,28,Asian,Married or domestic partnership,Self-employed,Yes,More than a month,Very worried,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,2,3,4,1,4,5,4.4,Good,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,3.5,2. Almost everyday,Fishing,I still prefer natural design. Preserve rivers and trees.,3,4,3,3,3,5,5,5,5,4,3,4,3,1,4,3,2,3,3,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,1,4,3,4,5,5,5,5,4,3,4,4,4,4,2,2,4,2,4,4,4,4,2,4,4,4,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
501,502,5/25/2020 17:34,USA,American,US/Canada,Female,Undergraduate school,A pet,55,White,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,4,3,2,4,3,2,4,2,3,4,3,2,5,5,0,4,4,1,4,4,1,5,3,Bad,More than 3 years,"RPG, Simulation, Puzzle",Everyday,3.5,1. Everyday,Talking to villagers,Keeping it natural. I dont do much terraforming.,4,4,2,2,4,5,5,5,5,4,3,4,2,2,2,3,2,3,3,3,3,3,3,2,4,2,4,3,5,5,5,5,5,5,1,2,1,5,2,5,4,5,5,1,5,5,5,5,4,1,2,1,4,4,5,5,1,5,2,2,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No
502,503,5/25/2020 17:39,Australian,Australian,Other,Female,High school,Both,18,White,"Single, never married",A student,Yes,More than a month,Worried,4,4,1,4,3,2,5,3,2,5,4,1,4,5,0,3,4,1,4,2,3,5,2.933333333,Bad,More than 3 years,"RPG, Simulation",Almost everyday,1.5,1. Everyday,Interacting with the island residents,I prefer islands that are easy to move around without needing the pole or ladder.,4,4,3,3,2,5,5,2,5,4,2,4,1,2,2,3,2,2,2,2,4,2,2,1,4,3,2,2,4,3,4,4,4,4,2,2,2,4,3,4,3,4,4,2,3,4,4,4,3,3,2,2,4,3,3,4,2,4,3,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
